City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket,missing_value_count,is_aqi_outlier,is_pm25_outlier,data_quality_score,year,month,day_of_week,is_weekend,aqi_lag_1,aqi_lag_7,aqi_rolling_mean_3,aqi_rolling_mean_7,pm25_lag_1,pm10_lag_1,next_day_aqi
Bengaluru,2016-08-31,35.17,51.69,3.61,19.08,2.06,40.41,0.42,3.7,20.34,10.7,68.02,,49.0,Good,1,False,False,95,2016,8,2,0,57.0,71.0,51.0,59.285714285714285,27.9,33.7,57.0
Bengaluru,2016-09-01,37.57,46.28,4.82,22.32,2.61,40.49,0.48,3.72,21.4,0.81,4.53,,57.0,Satisfactory,2,False,False,90,2016,9,3,0,49.0,75.0,54.333333333333336,56.714285714285715,35.17,51.69,74.0
Bengaluru,2016-09-02,23.25,72.41,4.13,21.96,0.67,40.36,0.48,4.45,22.36,0.81,1.79,,74.0,Satisfactory,3,False,False,85,2016,9,4,0,57.0,62.0,60.0,58.42857142857143,37.57,46.28,68.0
Bengaluru,2016-09-03,31.08,74.7,4.38,19.42,4.38,40.4,0.51,2.9,24.83,0.81,1.79,,68.0,Satisfactory,3,False,False,85,2016,9,5,1,74.0,77.0,66.33333333333333,57.142857142857146,23.25,72.41,71.0
Bengaluru,2016-09-04,37.35,59.38,3.16,20.08,1.91,40.42,0.38,2.33,22.29,0.81,1.79,,71.0,Satisfactory,3,False,False,85,2016,9,6,1,68.0,48.0,71.0,60.42857142857143,31.08,74.7,55.0
Bengaluru,2016-09-05,22.49,51.96,2.72,25.1,1.07,40.48,0.3,2.78,23.62,0.81,1.79,,55.0,Satisfactory,3,False,False,85,2016,9,0,0,71.0,47.0,64.66666666666667,61.57142857142857,37.35,59.38,59.0
Bengaluru,2016-09-06,37.14,64.32,4.29,32.8,2.76,40.36,0.43,2.93,22.96,0.81,1.3,,59.0,Satisfactory,2,False,False,90,2016,9,1,0,55.0,57.0,61.666666666666664,61.857142857142854,22.49,51.96,60.0
Bengaluru,2016-09-07,28.89,53.47,3.55,40.9,4.13,40.83,0.53,2.85,24.81,0.81,1.79,,60.0,Satisfactory,3,False,False,85,2016,9,2,0,59.0,49.0,58.0,63.42857142857143,37.14,64.32,55.0
Bengaluru,2016-09-08,28.25,65.4,12.9,59.8,2.51,40.73,0.5,2.61,29.82,0.81,1.79,,55.0,Satisfactory,3,False,False,85,2016,9,3,0,60.0,57.0,58.0,63.142857142857146,28.89,53.47,68.0
Bengaluru,2016-09-09,30.92,55.92,8.49,40.18,0.0,19.635,0.4,3.09,22.77,0.9,0.57,,68.0,Satisfactory,3,False,False,85,2016,9,4,0,55.0,74.0,61.0,62.285714285714285,28.25,65.4,84.0
Bengaluru,2016-09-10,43.95,68.24,4.78,19.99,1.38,104.81,0.57,3.55,28.99,0.95,2.47,,84.0,Satisfactory,1,False,False,95,2016,9,5,1,68.0,68.0,69.0,64.57142857142857,30.92,55.92,64.0
Bengaluru,2016-09-11,24.72,57.37,4.12,21.18,0.0,43.84,0.36,3.77,22.02,0.47,0.26,,64.0,Satisfactory,1,False,False,95,2016,9,6,1,84.0,71.0,72.0,63.57142857142857,43.95,68.24,60.0
Bengaluru,2016-09-12,30.92,62.86,5.69,16.07,0.0,19.635,0.36,5.42,31.99,0.99,0.36,,60.0,Satisfactory,3,False,False,85,2016,9,0,0,64.0,55.0,69.33333333333333,64.28571428571429,24.72,57.37,60.0
Bengaluru,2016-09-13,23.04,48.92,5.23,12.98,1.43,43.25,0.41,9.3,44.94,0.77,0.17,,60.0,Satisfactory,1,False,False,95,2016,9,1,0,60.0,59.0,61.333333333333336,64.42857142857143,30.92,62.86,60.0
Bengaluru,2016-09-14,13.59,45.66,3.62,21.47,2.35,43.42,0.52,2.96,36.66,0.59,0.26,,60.0,Satisfactory,1,False,False,95,2016,9,2,0,60.0,60.0,60.0,64.42857142857143,23.04,48.92,74.0
Bengaluru,2016-09-15,11.1,41.09,8.1,29.29,18.5,39.83,0.97,3.76,39.12,0.56,6.38,,74.0,Satisfactory,1,False,False,95,2016,9,3,0,60.0,55.0,64.66666666666667,67.14285714285714,13.59,45.66,66.0
Bengaluru,2016-09-16,32.23,57.94,10.28,32.53,65.31,13.14,0.89,7.68,22.05,0.34,2.14,,66.0,Satisfactory,1,False,False,95,2016,9,4,0,74.0,68.0,66.66666666666667,66.85714285714286,11.1,41.09,70.0
Bengaluru,2016-09-17,41.01,79.93,8.32,25.42,5.5,5.14,0.8,4.59,36.26,0.67,0.27,,70.0,Satisfactory,1,False,False,95,2016,9,5,1,66.0,84.0,70.0,64.85714285714286,32.23,57.94,78.0
Bengaluru,2016-09-18,30.9,80.19,7.57,33.55,0.0,19.635,0.51,4.13,16.27,0.81,0.35,,78.0,Satisfactory,2,False,False,90,2016,9,6,1,70.0,64.0,71.33333333333333,66.85714285714286,41.01,79.93,58.0
Bengaluru,2016-09-19,26.31,49.89,4.44,30.0,12.86,24.8,0.25,3.38,19.1,0.82,0.36,,58.0,Satisfactory,1,False,False,95,2016,9,0,0,78.0,60.0,68.66666666666667,66.57142857142857,30.9,80.19,47.0
Bengaluru,2016-09-20,32.98,44.55,4.23,26.31,12.71,30.77,0.2,4.3,16.09,0.81,0.35,,47.0,Good,1,False,False,95,2016,9,1,0,58.0,60.0,61.0,64.71428571428571,26.31,49.89,40.0
Bengaluru,2016-09-21,43.4,33.79,4.89,26.08,8.49,55.78,0.38,5.07,17.18,1.0,0.39,,40.0,Good,1,False,False,95,2016,9,2,0,47.0,60.0,48.333333333333336,61.857142857142854,32.98,44.55,58.0
Bengaluru,2016-09-22,32.46,52.66,4.99,23.58,11.01,35.92,0.52,4.53,22.04,1.96,4.97,,58.0,Satisfactory,1,False,False,95,2016,9,3,0,40.0,74.0,48.333333333333336,59.57142857142857,43.4,33.79,76.0
Bengaluru,2016-09-23,26.6,103.69,6.32,21.48,8.74,120.07,0.46,5.37,16.37,5.2,1.46,,76.0,Satisfactory,1,False,False,95,2016,9,4,0,58.0,66.0,58.0,61.0,32.46,52.66,102.0
Bengaluru,2016-09-24,39.41,102.24,7.88,29.0,10.48,84.68,0.52,3.87,10.98,0.5,2.27,,102.0,Moderate,1,False,False,95,2016,9,5,1,76.0,70.0,78.66666666666667,65.57142857142857,26.6,103.69,84.0
Bengaluru,2016-09-25,10.22,131.33,5.23,33.14,0.0,19.635,0.43,4.44,10.45,0.44,1.5,,84.0,Satisfactory,2,False,False,90,2016,9,6,1,102.0,78.0,87.33333333333333,66.42857142857143,39.41,102.24,90.0
Bengaluru,2016-09-26,16.88,116.82,4.73,33.42,2.93,49.59,0.71,4.02,13.28,0.66,3.4,,90.0,Satisfactory,1,False,False,95,2016,9,0,0,84.0,58.0,92.0,71.0,10.22,131.33,85.0
Bengaluru,2016-09-27,17.1,105.03,4.98,30.5,0.0,19.635,0.64,4.07,14.12,0.68,2.88,,85.0,Satisfactory,2,False,False,90,2016,9,1,0,90.0,47.0,86.33333333333333,76.42857142857143,16.88,116.82,83.0
Bengaluru,2016-09-28,46.14,95.12,5.1,26.83,18.81,28.28,1.08,5.66,14.51,0.89,4.03,,83.0,Satisfactory,1,False,False,95,2016,9,2,0,85.0,40.0,86.0,82.57142857142857,17.1,105.03,114.0
Bengaluru,2016-09-29,55.24,71.0,5.51,26.2,25.54,36.38,1.13,4.08,15.05,0.66,2.89,,114.0,Moderate,1,False,False,95,2016,9,3,0,83.0,58.0,94.0,90.57142857142857,46.14,95.12,150.0
Bengaluru,2016-09-30,75.42,121.03,3.75,17.34,6.51,55.12,0.46,4.5,31.09,0.4,1.68,,150.0,Moderate,1,False,False,95,2016,9,4,0,114.0,76.0,115.66666666666667,101.14285714285714,55.24,71.0,124.0
Bengaluru,2016-10-01,65.16,100.91,8.31,22.49,4.41,55.14,0.51,4.53,30.6,0.81,1.79,,124.0,Moderate,4,False,False,80,2016,10,5,1,150.0,102.0,129.33333333333334,104.28571428571429,75.42,121.03,104.0
Bengaluru,2016-10-02,30.92,102.73,14.91,30.02,0.0,19.635,0.61,4.77,30.6,0.81,1.79,,104.0,Moderate,6,False,False,70,2016,10,6,1,124.0,84.0,126.0,107.14285714285714,65.16,100.91,114.0
Bengaluru,2016-10-03,30.92,122.73,12.34,29.19,0.0,19.635,0.51,4.42,30.6,0.81,1.79,,114.0,Moderate,6,False,False,70,2016,10,0,0,104.0,90.0,114.0,110.57142857142857,30.92,102.73,111.0
Bengaluru,2016-10-04,70.57,112.72,7.54,24.24,6.39,55.41,0.49,4.57,30.6,0.81,1.79,,111.0,Moderate,4,False,False,80,2016,10,1,0,114.0,85.0,109.66666666666667,114.28571428571429,30.92,122.73,101.0
Bengaluru,2016-10-05,69.14,94.23,10.26,20.54,4.73,56.1,1.45,8.5,30.6,0.81,8.39,,101.0,Moderate,3,False,False,85,2016,10,2,0,111.0,83.0,108.66666666666667,116.85714285714286,70.57,112.72,89.0
Bengaluru,2016-10-06,54.75,81.36,8.6,20.33,7.29,55.42,0.55,10.84,30.6,0.81,1.79,,89.0,Satisfactory,4,False,False,80,2016,10,3,0,101.0,114.0,100.33333333333333,113.28571428571429,69.14,94.23,103.0
Bengaluru,2016-10-07,41.7,139.73,11.37,24.67,5.86,55.17,0.73,4.57,30.6,0.81,1.79,,103.0,Moderate,4,False,False,80,2016,10,4,0,89.0,150.0,97.66666666666667,106.57142857142857,54.75,81.36,91.0
Bengaluru,2016-10-08,27.31,91.1,10.57,25.65,5.49,38.9,0.56,4.59,23.0,0.33,1.18,,91.0,Satisfactory,1,False,False,95,2016,10,5,1,103.0,124.0,94.33333333333333,101.85714285714286,41.7,139.73,83.0
Bengaluru,2016-10-09,13.51,85.18,7.51,27.68,3.9,15.05,1.11,4.26,15.26,0.33,0.93,,83.0,Satisfactory,1,False,False,95,2016,10,6,1,91.0,104.0,92.33333333333333,98.85714285714286,27.31,91.1,129.0
Bengaluru,2016-10-10,18.96,72.83,6.87,26.66,4.02,15.09,0.85,4.12,14.68,0.32,0.97,,129.0,Moderate,1,False,False,95,2016,10,0,0,83.0,114.0,101.0,101.0,13.51,85.18,78.0
Bengaluru,2016-10-11,14.61,70.21,6.43,24.16,5.29,15.11,0.73,3.97,15.67,0.36,1.42,,78.0,Satisfactory,1,False,False,95,2016,10,1,0,129.0,111.0,96.66666666666667,96.28571428571429,18.96,72.83,75.0
Bengaluru,2016-10-12,21.3,74.85,9.64,28.0,4.89,15.12,1.08,4.5,15.17,0.6,2.55,,75.0,Satisfactory,1,False,False,95,2016,10,2,0,78.0,101.0,94.0,92.57142857142857,14.61,70.21,141.0
Bengaluru,2016-10-13,25.15,66.38,14.37,31.42,4.02,15.12,1.97,3.65,12.04,0.38,1.37,,141.0,Moderate,1,False,False,95,2016,10,3,0,75.0,89.0,98.0,100.0,21.3,74.85,69.0
Bengaluru,2016-10-14,24.23,77.36,9.0,25.35,6.19,15.13,0.51,4.65,13.14,0.81,1.12,,69.0,Satisfactory,3,False,False,85,2016,10,4,0,141.0,103.0,95.0,95.14285714285714,25.15,66.38,58.0
Bengaluru,2016-10-15,35.18,154.1,18.71,39.16,3.44,15.02,0.2,4.22,21.95,0.81,1.05,,58.0,Satisfactory,2,False,False,90,2016,10,5,1,69.0,91.0,89.33333333333333,90.42857142857143,24.23,77.36,73.0
Bengaluru,2016-10-16,32.41,155.04,20.35,47.09,0.0,19.635,0.0,7.07,23.11,0.81,1.79,,73.0,Satisfactory,4,False,False,80,2016,10,6,1,58.0,83.0,66.66666666666667,89.0,35.18,154.1,85.0
Bengaluru,2016-10-17,56.36,182.16,16.27,38.07,6.79,14.45,0.52,6.24,4.68,0.81,1.07,,85.0,Satisfactory,2,False,False,90,2016,10,0,0,73.0,129.0,72.0,82.71428571428571,32.41,155.04,183.0
Bengaluru,2016-10-18,53.43,180.64,15.26,33.94,7.55,14.91,0.73,7.21,30.6,0.81,1.16,,183.0,Moderate,3,True,False,70,2016,10,1,0,85.0,78.0,113.66666666666667,97.71428571428571,56.36,182.16,85.0
Bengaluru,2016-10-19,44.05,191.47,17.12,35.85,0.0,19.635,0.0,6.02,41.74,1.57,4.94,,85.0,Satisfactory,2,False,False,90,2016,10,2,0,183.0,75.0,117.66666666666667,99.14285714285714,53.43,180.64,75.0
Bengaluru,2016-10-20,62.36,181.92,16.5,38.24,3.31,15.14,0.37,6.46,23.58,2.63,3.25,,75.0,Satisfactory,1,False,False,95,2016,10,3,0,85.0,141.0,114.33333333333333,89.71428571428571,44.05,191.47,132.0
Bengaluru,2016-10-21,62.74,191.9,16.25,35.42,9.55,19.99,1.12,8.07,23.86,2.87,0.91,,132.0,Moderate,1,False,False,95,2016,10,4,0,75.0,69.0,97.33333333333333,98.71428571428571,62.36,181.92,176.0
Bengaluru,2016-10-22,97.17,195.61,15.42,33.75,9.13,39.56,0.75,10.52,10.54,3.28,0.54,,176.0,Moderate,1,False,True,95,2016,10,5,1,132.0,58.0,127.66666666666667,115.57142857142857,62.74,191.9,184.0
Bengaluru,2016-10-23,67.85,184.81,17.7,38.05,8.52,24.4,1.2,7.36,31.08,3.12,1.78,,184.0,Moderate,1,True,False,80,2016,10,6,1,176.0,73.0,164.0,131.42857142857142,97.17,195.61,127.0
Bengaluru,2016-10-24,58.78,179.79,17.97,41.96,6.73,23.24,1.18,9.87,22.16,1.38,2.0,,127.0,Moderate,1,False,False,95,2016,10,0,0,184.0,85.0,162.33333333333334,137.42857142857142,67.85,184.81,163.0
Bengaluru,2016-10-25,80.99,224.1,14.17,36.1,11.88,33.13,1.64,8.46,22.28,1.25,2.84,,163.0,Moderate,1,False,True,95,2016,10,1,0,127.0,183.0,158.0,134.57142857142858,58.78,179.79,164.0
Bengaluru,2016-10-26,68.17,116.92,8.27,44.78,18.86,40.67,1.16,4.9,25.13,1.07,1.84,,164.0,Moderate,1,False,False,95,2016,10,2,0,163.0,85.0,151.33333333333334,145.85714285714286,80.99,224.1,132.0
Bengaluru,2016-10-27,59.61,137.68,8.04,46.57,16.72,37.52,0.83,4.28,29.54,1.01,1.44,,132.0,Moderate,1,False,False,95,2016,10,3,0,164.0,75.0,153.0,154.0,68.17,116.92,116.0
Bengaluru,2016-10-28,62.38,123.91,12.29,46.43,15.06,34.9,0.8,9.04,44.86,0.65,1.39,,116.0,Moderate,1,False,False,95,2016,10,4,0,132.0,132.0,137.33333333333334,151.71428571428572,59.61,137.68,174.0
Bengaluru,2016-10-29,78.74,130.99,10.07,44.4,13.2,35.3,3.1,4.31,45.04,1.07,1.94,,174.0,Moderate,1,False,True,95,2016,10,5,1,116.0,176.0,140.66666666666666,151.42857142857142,62.38,123.91,188.0
Bengaluru,2016-10-30,60.79,130.15,9.82,38.53,10.08,41.04,2.97,3.75,23.8,1.77,4.15,,188.0,Moderate,1,True,False,80,2016,10,6,1,174.0,184.0,159.33333333333334,152.0,78.74,130.99,88.0
Bengaluru,2016-10-31,36.92,95.71,13.39,34.8,6.17,38.42,0.55,4.92,21.69,0.47,1.31,,88.0,Satisfactory,1,False,False,95,2016,10,0,0,188.0,127.0,150.0,146.42857142857142,60.79,130.15,51.0
Bengaluru,2016-11-01,21.2,77.36,3.94,30.89,4.5,37.58,0.28,5.34,16.2,0.47,1.38,,51.0,Satisfactory,2,False,False,90,2016,11,1,0,88.0,163.0,109.0,130.42857142857142,36.92,95.71,57.0
Bengaluru,2016-11-02,31.26,142.2,16.42,39.54,3.64,36.28,0.42,3.29,26.39,0.93,2.07,,57.0,Satisfactory,1,False,False,95,2016,11,2,0,51.0,164.0,65.33333333333333,115.14285714285714,21.2,77.36,82.0
Bengaluru,2016-11-03,34.79,111.6,22.62,41.17,7.45,37.76,1.37,2.49,25.26,0.69,3.73,,82.0,Satisfactory,1,False,False,95,2016,11,3,0,57.0,132.0,63.333333333333336,108.0,31.26,142.2,88.0
Bengaluru,2016-11-04,55.92,118.8,12.26,37.52,14.38,36.05,0.85,4.84,30.68,1.81,3.24,,88.0,Satisfactory,1,False,False,95,2016,11,4,0,82.0,116.0,75.66666666666667,104.0,34.79,111.6,111.0
Bengaluru,2016-11-05,55.03,117.02,8.25,29.98,0.0,28.78,1.16,4.69,34.67,2.3,3.01,,111.0,Moderate,1,False,False,95,2016,11,5,1,88.0,174.0,93.66666666666667,95.0,55.92,118.8,90.0
Bengaluru,2016-11-06,41.23,69.46,2.8,27.4,0.0,27.28,0.7,3.85,37.6,1.9,2.37,,90.0,Satisfactory,1,False,False,95,2016,11,6,1,111.0,188.0,96.33333333333333,81.0,55.03,117.02,78.0
Bengaluru,2016-11-07,43.91,100.27,3.56,31.23,0.0,29.92,0.83,2.83,36.94,1.63,2.44,,78.0,Satisfactory,1,False,False,95,2016,11,0,0,90.0,88.0,93.0,79.57142857142857,41.23,69.46,94.0
Bengaluru,2016-11-08,52.08,109.02,8.9,32.63,6.48,29.57,0.83,6.29,37.14,1.28,2.0,,94.0,Satisfactory,1,False,False,95,2016,11,1,0,78.0,51.0,87.33333333333333,85.71428571428571,43.91,100.27,95.0
Bengaluru,2016-11-09,46.94,120.41,7.62,28.38,0.0,28.86,0.62,5.16,46.92,1.16,2.21,,95.0,Satisfactory,1,False,False,95,2016,11,2,0,94.0,57.0,89.0,91.14285714285714,52.08,109.02,112.0
Bengaluru,2016-11-10,49.03,130.54,8.22,30.8,0.0,27.67,0.76,6.34,62.56,1.44,2.65,,112.0,Moderate,1,False,False,95,2016,11,3,0,95.0,82.0,100.33333333333333,95.42857142857143,46.94,120.41,124.0
Bengaluru,2016-11-11,57.78,150.94,10.46,41.03,0.0,29.6,0.73,7.64,71.14,1.39,2.11,,124.0,Moderate,1,False,False,95,2016,11,4,0,112.0,88.0,110.33333333333333,100.57142857142857,49.03,130.54,122.0
Bengaluru,2016-11-12,52.72,127.44,7.61,37.57,0.0,30.49,0.72,8.28,77.53,1.02,1.64,,122.0,Moderate,1,False,False,95,2016,11,5,1,124.0,111.0,119.33333333333333,102.14285714285714,57.78,150.94,99.0
Bengaluru,2016-11-13,38.42,121.18,10.83,38.81,0.0,39.82,0.63,4.93,57.77,0.75,1.49,,99.0,Satisfactory,1,False,False,95,2016,11,6,1,122.0,90.0,115.0,103.42857142857143,52.72,127.44,44.0
Bengaluru,2016-11-14,29.96,82.83,10.55,36.67,0.0,31.52,0.37,5.26,14.2,0.62,1.54,,44.0,Good,1,False,False,95,2016,11,0,0,99.0,78.0,88.33333333333333,98.57142857142857,38.42,121.18,38.0
Bengaluru,2016-11-15,27.64,56.85,7.72,25.66,0.0,14.03,0.91,5.02,15.65,0.79,1.91,,38.0,Good,1,False,False,95,2016,11,1,0,44.0,94.0,60.333333333333336,90.57142857142857,29.96,82.83,102.0
Bengaluru,2016-11-16,35.8,130.25,10.26,25.46,0.0,24.15,1.9,5.08,22.33,0.78,4.12,,102.0,Moderate,1,False,False,95,2016,11,2,0,38.0,95.0,61.333333333333336,91.57142857142857,27.64,56.85,189.0
Bengaluru,2016-11-17,40.13,133.97,11.92,34.52,0.0,34.63,0.99,2.97,48.83,0.67,1.26,,189.0,Moderate,1,True,False,80,2016,11,3,0,102.0,112.0,109.66666666666667,102.57142857142857,35.8,130.25,101.0
Bengaluru,2016-11-18,43.6,135.71,8.35,30.86,0.0,24.55,0.57,2.5,56.67,0.8,1.74,,101.0,Moderate,1,False,False,95,2016,11,4,0,189.0,124.0,130.66666666666666,99.28571428571429,40.13,133.97,86.0
Bengaluru,2016-11-19,48.93,77.36,3.22,26.23,0.0,24.89,0.62,2.78,45.24,1.11,2.47,,86.0,Satisfactory,2,False,False,90,2016,11,5,1,101.0,122.0,125.33333333333333,94.14285714285714,43.6,135.71,95.0
Bengaluru,2016-11-20,42.21,77.36,4.16,38.1,0.0,19.635,0.46,2.34,49.29,1.09,2.2,,95.0,Satisfactory,3,False,False,85,2016,11,6,1,86.0,99.0,94.0,93.57142857142857,48.93,77.36,120.0
Bengaluru,2016-11-21,102.01,182.79,14.76,44.31,0.0,31.02,0.69,3.9,44.48,1.09,1.9,,120.0,Moderate,1,False,True,95,2016,11,0,0,95.0,44.0,100.33333333333333,104.42857142857143,42.21,77.36,101.0
Bengaluru,2016-11-22,91.6,141.03,9.41,31.76,0.0,39.39,3.0,7.56,16.37,1.97,2.56,,101.0,Moderate,1,False,True,95,2016,11,1,0,120.0,38.0,105.33333333333333,113.42857142857143,102.01,182.79,335.0
Bengaluru,2016-11-23,47.76,173.09,10.82,39.92,0.0,39.88,2.6,6.66,33.28,3.07,7.77,,335.0,Very Poor,1,True,False,80,2016,11,2,0,101.0,102.0,185.33333333333334,146.71428571428572,91.6,141.03,140.0
Bengaluru,2016-11-24,86.62,152.15,9.06,32.55,0.0,19.16,1.05,4.88,46.95,6.35,6.71,,140.0,Moderate,1,False,True,95,2016,11,3,0,335.0,189.0,192.0,139.71428571428572,47.76,173.09,133.0
Bengaluru,2016-11-25,46.12,158.04,12.75,33.94,0.0,17.7,1.22,4.01,43.76,5.39,2.86,,133.0,Moderate,1,False,False,95,2016,11,4,0,140.0,101.0,202.66666666666666,144.28571428571428,86.62,152.15,113.0
Bengaluru,2016-11-26,46.87,164.12,14.9,36.46,0.0,17.32,0.89,3.63,38.04,7.38,3.73,,113.0,Moderate,1,False,False,95,2016,11,5,1,133.0,86.0,128.66666666666666,148.14285714285714,46.12,158.04,117.0
Bengaluru,2016-11-27,53.71,171.52,17.18,37.49,0.0,17.2,0.85,3.52,35.33,8.44,3.73,,117.0,Moderate,1,False,False,95,2016,11,6,1,113.0,95.0,121.0,151.28571428571428,46.87,164.12,124.0
Bengaluru,2016-11-28,49.9,176.99,15.78,38.97,0.0,27.25,0.67,6.79,26.27,8.92,5.41,,124.0,Moderate,1,False,False,95,2016,11,0,0,117.0,120.0,118.0,151.85714285714286,53.71,171.52,120.0
Bengaluru,2016-11-29,59.3,194.37,11.64,37.55,0.0,27.55,0.81,11.63,31.34,11.69,4.73,,120.0,Moderate,1,False,False,95,2016,11,1,0,124.0,101.0,120.33333333333333,154.57142857142858,49.9,176.99,160.0
Bengaluru,2016-11-30,49.69,170.26,9.74,31.49,0.0,26.58,1.88,5.34,28.52,8.45,4.38,,160.0,Moderate,1,False,False,95,2016,11,2,0,120.0,335.0,134.66666666666666,129.57142857142858,59.3,194.37,114.0
Bengaluru,2016-12-01,45.84,137.86,12.77,26.72,0.0,27.97,0.87,4.93,39.83,6.72,3.94,,114.0,Moderate,1,False,False,95,2016,12,3,0,160.0,140.0,131.33333333333334,125.85714285714286,49.69,170.26,103.0
Bengaluru,2016-12-02,22.14,78.55,10.95,26.06,0.0,30.0,0.72,3.55,20.83,3.61,9.26,,103.0,Moderate,1,False,False,95,2016,12,4,0,114.0,133.0,125.66666666666667,121.57142857142857,45.84,137.86,67.0
Bengaluru,2016-12-03,18.3,102.86,14.52,30.35,0.0,37.49,0.82,4.06,11.42,2.54,2.86,,67.0,Satisfactory,1,False,False,95,2016,12,5,1,103.0,113.0,94.66666666666667,115.0,22.14,78.55,125.0
Bengaluru,2016-12-04,24.44,136.05,10.4,23.2,0.0,28.44,1.66,3.15,8.61,2.4,3.85,,125.0,Moderate,1,False,False,95,2016,12,6,1,67.0,117.0,98.33333333333333,116.14285714285714,18.3,102.86,209.0
Bengaluru,2016-12-05,23.63,124.78,14.4,30.2,0.0,29.23,2.95,4.43,9.8,2.5,7.48,,209.0,Poor,1,True,False,80,2016,12,0,0,125.0,124.0,133.66666666666666,128.28571428571428,24.44,136.05,200.0
Bengaluru,2016-12-06,36.97,155.51,14.79,44.45,0.0,27.6,1.7,3.0,15.37,3.56,5.03,,200.0,Moderate,1,True,False,80,2016,12,1,0,209.0,120.0,178.0,139.71428571428572,23.63,124.78,101.0
Bengaluru,2016-12-07,40.72,132.73,14.55,44.74,0.0,26.04,0.65,3.63,20.32,4.71,2.45,,101.0,Moderate,1,False,False,95,2016,12,2,0,200.0,160.0,170.0,131.28571428571428,36.97,155.51,85.0
Bengaluru,2016-12-08,32.59,128.54,15.8,43.67,0.0,26.6,0.69,5.58,16.42,3.78,2.55,,85.0,Satisfactory,1,False,False,95,2016,12,3,0,101.0,114.0,128.66666666666666,127.14285714285714,40.72,132.73,163.0
Bengaluru,2016-12-09,44.96,135.0,10.65,40.56,0.0,24.42,1.19,6.68,13.5,3.79,4.98,,163.0,Moderate,1,False,False,95,2016,12,4,0,85.0,103.0,116.33333333333333,135.71428571428572,32.59,128.54,75.0
Bengaluru,2016-12-10,30.37,124.8,7.35,37.24,0.0,24.0,0.46,3.47,6.73,5.57,5.58,,75.0,Satisfactory,1,False,False,95,2016,12,5,1,163.0,67.0,107.66666666666667,136.85714285714286,44.96,135.0,132.0
Bengaluru,2016-12-11,24.98,138.06,10.07,42.15,0.0,32.37,1.76,8.15,8.43,4.45,4.65,,132.0,Moderate,1,False,False,95,2016,12,6,1,75.0,125.0,123.33333333333333,137.85714285714286,30.37,124.8,119.0
Bengaluru,2016-12-12,42.19,131.75,4.07,25.22,0.0,28.36,1.46,6.85,22.58,1.85,1.74,,119.0,Moderate,1,False,False,95,2016,12,0,0,132.0,209.0,108.66666666666667,125.0,24.98,138.06,342.0
Bengaluru,2016-12-13,204.25,77.36,1.55,22.25,0.0,37.1,0.97,7.88,18.31,1.23,2.05,,342.0,Very Poor,2,True,True,75,2016,12,1,0,119.0,200.0,197.66666666666666,145.28571428571428,42.19,131.75,104.0
Bengaluru,2016-12-14,30.72,180.88,8.36,23.41,0.0,25.14,0.54,2.62,22.5,1.8,2.04,,104.0,Moderate,1,False,False,95,2016,12,2,0,342.0,101.0,188.33333333333334,145.71428571428572,204.25,77.36,93.0
Bengaluru,2016-12-15,28.47,142.64,14.16,37.05,0.0,27.42,1.15,3.72,12.13,1.86,3.39,,93.0,Satisfactory,1,False,False,95,2016,12,3,0,104.0,85.0,179.66666666666666,146.85714285714286,30.72,180.88,134.0
Bengaluru,2016-12-16,34.57,137.45,14.64,37.38,0.0,36.2,1.39,4.25,7.08,2.58,3.04,,134.0,Moderate,1,False,False,95,2016,12,4,0,93.0,163.0,110.33333333333333,142.71428571428572,28.47,142.64,103.0
Bengaluru,2016-12-17,36.97,143.58,8.67,38.93,0.0,23.44,1.63,4.35,13.37,2.78,5.85,,103.0,Moderate,1,False,False,95,2016,12,5,1,134.0,75.0,110.0,146.71428571428572,34.57,137.45,90.0
Bengaluru,2016-12-18,35.21,130.91,7.48,40.15,0.0,28.81,0.79,4.81,26.23,2.87,5.5,,90.0,Satisfactory,1,False,False,95,2016,12,6,1,103.0,132.0,109.0,140.71428571428572,36.97,143.58,97.0
Bengaluru,2016-12-19,37.8,144.73,8.19,40.9,0.0,20.01,0.73,4.27,25.9,2.82,5.5,,97.0,Satisfactory,1,False,False,95,2016,12,0,0,90.0,119.0,96.66666666666667,137.57142857142858,35.21,130.91,93.0
Bengaluru,2016-12-20,19.09,121.19,6.35,35.67,0.0,18.42,0.71,3.75,18.88,2.96,4.76,,93.0,Satisfactory,1,False,False,95,2016,12,1,0,97.0,342.0,93.33333333333333,102.0,37.8,144.73,74.0
Bengaluru,2016-12-21,19.68,99.9,6.17,24.18,0.0,16.41,0.46,4.19,16.53,3.26,4.52,,74.0,Satisfactory,1,False,False,95,2016,12,2,0,93.0,104.0,88.0,97.71428571428571,19.09,121.19,75.0
Bengaluru,2016-12-22,39.64,176.96,7.26,30.67,0.0,17.54,0.28,4.74,28.61,4.78,7.43,,75.0,Satisfactory,1,False,False,95,2016,12,3,0,74.0,93.0,80.66666666666667,95.14285714285714,19.68,99.9,100.0
Bengaluru,2016-12-23,43.67,150.64,15.23,72.51,0.0,17.39,0.74,7.81,37.75,9.07,13.98,,100.0,Satisfactory,1,False,False,95,2016,12,4,0,75.0,134.0,83.0,90.28571428571429,39.64,176.96,112.0
